filepath,xmin,xmax,ymin,ymax
/Users/asik/Desktop/ANPR/images/N451.xml,244,403,221,258
/Users/asik/Desktop/ANPR/images/N479.xml,217,428,147,188
/Users/asik/Desktop/ANPR/images/N486.xml,289,421,188,232
/Users/asik/Desktop/ANPR/images/N50.xml,116,525,55,262
/Users/asik/Desktop/ANPR/images/N492.xml,319,479,262,295
/Users/asik/Desktop/ANPR/images/N78.xml,149,249,210,239
/Users/asik/Desktop/ANPR/images/N135.xml,260,319,184,211
/Users/asik/Desktop/ANPR/images/N109.xml,115,278,116,153
/Users/asik/Desktop/ANPR/images/N531.xml,80,239,364,402
/Users/asik/Desktop/ANPR/images/N257.xml,167,241,132,166
/Users/asik/Desktop/ANPR/images/N243.xml,129,465,174,235
/Users/asik/Desktop/ANPR/images/N525.xml,360,434,174,195
/Users/asik/Desktop/ANPR/images/N519.xml,158,389,129,193
/Users/asik/Desktop/ANPR/images/N1.xml,134,262,128,160
/Users/asik/Desktop/ANPR/images/N294.xml,142,218,117,135
/Users/asik/Desktop/ANPR/images/N280.xml,191,213,185,195
/Users/asik/Desktop/ANPR/images/N296.xml,163,234,158,196
/Users/asik/Desktop/ANPR/images/N3.xml,142,261,128,157
/Users/asik/Desktop/ANPR/images/N282.xml,37,319,145,203
/Users/asik/Desktop/ANPR/images/N269.xml,110,147,199,217
/Users/asik/Desktop/ANPR/images/N255.xml,116,273,156,188
/Users/asik/Desktop/ANPR/images/N533.xml,39,108,129,157
/Users/asik/Desktop/ANPR/images/N527.xml,207,356,174,287
/Users/asik/Desktop/ANPR/images/N241.xml,126,241,142,199
/Users/asik/Desktop/ANPR/images/N123.xml,159,237,221,242
/Users/asik/Desktop/ANPR/images/N52.xml,226,327,181,210
/Users/asik/Desktop/ANPR/images/N484.xml,1238,2468,1012,1269
/Users/asik/Desktop/ANPR/images/N490.xml,163,320,247,280
/Users/asik/Desktop/ANPR/images/N46.xml,189,352,193,248
/Users/asik/Desktop/ANPR/images/N309.xml,152,252,122,207
/Users/asik/Desktop/ANPR/images/N91.xml,269,317,170,189
/Users/asik/Desktop/ANPR/images/N321.xml,134,169,235,246
/Users/asik/Desktop/ANPR/images/N447.xml,88,216,507,556
/Users/asik/Desktop/ANPR/images/N453.xml,107,201,264,288
/Users/asik/Desktop/ANPR/images/N335.xml,156,221,163,198
/Users/asik/Desktop/ANPR/images/N85.xml,86,146,218,235
/Users/asik/Desktop/ANPR/images/N452.xml,493,858,885,967
/Users/asik/Desktop/ANPR/images/N84.xml,167,238,201,220
/Users/asik/Desktop/ANPR/images/N334.xml,155,211,146,162
/Users/asik/Desktop/ANPR/images/N320.xml,99,257,225,266
/Users/asik/Desktop/ANPR/images/N446.xml,887,1173,625,696
/Users/asik/Desktop/ANPR/images/N308.xml,159,237,221,241
/Users/asik/Desktop/ANPR/images/N491.xml,164,336,162,195
/Users/asik/Desktop/ANPR/images/N53.xml,146,260,187,213
/Users/asik/Desktop/ANPR/images/N485.xml,158,350,252,297
/Users/asik/Desktop/ANPR/images/N136.xml,164,245,104,119
/Users/asik/Desktop/ANPR/images/N122.xml,195,254,147,169
/Users/asik/Desktop/ANPR/images/N526.xml,137,262,249,290
/Users/asik/Desktop/ANPR/images/N240.xml,171,232,116,132
/Users/asik/Desktop/ANPR/images/N254.xml,166,235,175,207
/Users/asik/Desktop/ANPR/images/N532.xml,179,347,256,290
/Users/asik/Desktop/ANPR/images/N268.xml,213,271,133,168
/Users/asik/Desktop/ANPR/images/N297.xml,158,247,149,170
/Users/asik/Desktop/ANPR/images/N2.xml,229,270,176,193
